,Exchanges,id,Cash Ratio,Current Ratio,TT Liabilities on Equity,TT Liabilities on Asset,ST Liabilities on TT Liabilities,ST Liabilities on Equity,ST Liabilities on Asset,TT Debt on TT Liabilities,TT Debt on Equity,TT Debt on Asset,ST Debt on TT Liabilities,ST Debt on ST Liabilities,ST Debt on TT Debt,ST Debt on Equity,ST Debt on Asset,ROE,ROA,Gross Profit Margin,EBITDA Margin,Operating Profit Margin,Income Aft Tax Margin,Asset Turnover Ratio,Inflation,GDP,Industry,Industry_year
785,HNX,CMS_2021,0.0909915769857382,2.3749571611,1.1860518161568625,0.5425543014995744,0.6566939431397849,0.7788730439201532,0.3562921236192072,0.1465981072241193,0.1738729513183252,0.0795374336661417,0.1465981072241193,0.2232365758136956,1.0,0.1738729513183252,0.0795374336661417,0.062757960368457,0.0287083590172108,1.0420361033,-3.9954919057,6.5908835724,6.240060079,0.4972325548,2.8,366.14,xayDung,xayDung_2021
786,HOSE,HTI_2021,0.1451041603003281,0.2306614981,2.365330572707886,0.7028523711475521,0.1257643720080289,0.2974743140679988,0.088393787071726,0.698556095507266,1.6523160894547866,0.4909818081068577,0.0,0.0,0.0,0.0,0.0,0.0782611067092059,0.0232551022905118,51.2925818168,59.9729446864,13.4634616704,10.8369707722,0.2077576613,2.8,366.14,xayDung,xayDung_2021
787,HOSE,VSI_2021,0.2226758760428079,2.0589944429,1.5257536185023004,0.6040785638381354,0.297691235052307,0.4542034790774762,0.1798288937375984,0.5951234504801534,0.9080117580256686,0.3595013192724468,0.0176262472240996,0.0592098293421457,0.0296177998193124,0.0268933104827862,0.01064763810899,0.2360950996428985,0.0934751109169915,22.3953108433,19.1253478432,22.2173635618,19.4754690584,0.4300833089,2.8,366.14,xayDung,xayDung_2021
788,HNX,PPS_2021,0.0216866495460445,1.5920405836,1.295783220551152,0.5644188044200756,1.0,1.295783220551152,0.5644188044200756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0897071808108144,0.039074761069679,22.4531638688,10.8803556993,8.8164271636,7.0913976401,0.5201381148,2.8,366.14,xayDung,xayDung_2021
789,HNX,PTD_2021,0.0768002171813154,1.0458471776,2.1920599012092423,0.6867226709557763,0.9950513629893888,2.1812121924526418,0.6833243297302588,0.1194638953900396,0.2618720147267614,0.0820385653250294,0.1175537025580399,0.1181383262517007,0.9840102917641934,0.2576847576161577,0.080726792601398,0.0936452564281053,0.0293369358114582,15.6442034747,5.7962884182,3.2472757498,1.373700594,1.177050047,2.8,366.14,xayDung,xayDung_2021
790,HOSE,HU3_2021,0.0682907412112942,1.5672683219,1.3347866847950731,0.5716953473684167,1.0,1.3347866847950731,0.5716953473684167,0.3351470064685519,0.4473497616831515,0.1916019842825237,0.3351470064685519,0.3351470064685519,1.0,0.4473497616831515,0.1916019842825237,0.0044507753076893,0.0019062877721011,9.772152006,2.8258893344,0.297106861,0.4256536805,0.5098419295,2.8,366.14,xayDung,xayDung_2021
791,HOSE,C47_2021,0.1217177305511938,1.2821994883,3.8514092762202914,0.793874327424485,0.6501531588695562,2.5040059070341334,0.5161399017204732,0.5841048022459876,2.249626653655016,0.4637058070284452,0.4643671471782754,0.7142426993443924,0.7950065560027937,1.7884679382143631,0.3686491566441802,0.1368064998764174,0.0281993317997286,13.0210108595,14.8520451443,4.5228265619,4.9005506442,0.5525200297,2.8,366.14,xayDung,xayDung_2021
793,HNX,CTX_2021,0.0283885068077563,0.7523415995,1.4093291103650671,0.5849466991877761,0.8494732747196044,1.1971874145394803,0.4968965880954635,0.1581637353101835,0.2229047563767168,0.0925173549009009,0.1581637353101835,0.1861903605647752,1.0,0.2229047563767168,0.0925173549009009,-0.0088731607422061,-0.00368283465469,-12.7422960543,-8.4011918209,-39.9174320885,-9.4785602171,0.0402753443,2.8,366.14,xayDung,xayDung_2021
794,HOSE,FCN_2021,0.0513316365293976,1.5042788593,1.8238049048781435,0.6458678861737014,0.6951697382846636,1.2678539784064244,0.4489878093978408,0.5106663100004621,0.9313557209348652,0.3298229701801226,0.275060491777722,0.3956738572315242,0.5386305820281606,0.5016566740424037,0.1776527383943761,0.0257582192099092,0.0091218126172407,13.4811377676,9.7695630231,3.0865301973,2.0314962371,0.4881288163,2.8,366.14,xayDung,xayDung_2021
796,HNX,VE4_2021,0.1074806337162476,1.2123295778,2.378033201596815,0.7039697539007922,0.9586270494124765,2.27964695145166,0.6748444480575436,0.2740546183452366,0.6517109814759162,0.1929261622318717,0.2600073499684411,0.2712288894078198,0.9487428146198962,0.6183061108841557,0.1830373101696807,0.0577183782418927,0.0170863857153946,5.8072541535,0.9338966828,0.8718930535,1.1886832714,1.3454519883,2.8,366.14,xayDung,xayDung_2021
797,HNX,NDX_2021,0.107145525375233,1.7897597167,0.7770430989519976,0.4372674469236312,0.7229467916414449,0.5617608153544725,0.3161210978426849,0.1951009576557432,0.1516018527453211,0.0853112976464823,0.0282052610166148,0.0390142972383555,0.144567517020512,0.0219167034271003,0.0123332424745498,0.045786688337066,0.0257656600248292,6.4655058313,6.6335253142,4.3515392416,3.7732941863,0.6044666324,2.8,366.14,xayDung,xayDung_2021
798,HNX,SCI_2021,0.0911534087739132,1.1661096984,3.706062306427837,0.7875081257139038,0.9243237762740438,3.425601506184271,0.72791248460637,0.3086777583517954,1.1439790050602294,0.2430862429291916,0.2700011969630859,0.2921067313138506,0.8747024677280751,1.0006412587552909,0.2126281365609103,0.2986110443400477,0.0634524204943453,4.1141474227,4.0692551032,2.6558948837,2.1477164293,2.5772545659,2.8,366.14,xayDung,xayDung_2021
799,HNX,PEN_2021,0.0389861411294461,1.2940268178,2.7962387115537126,0.7365813701449972,0.9277813347627162,2.594298084120481,0.6833864467544758,0.4957091491097875,1.3861211124121395,0.365130124244698,0.4234904838725036,0.4564550589722879,0.854312422179464,1.184180484978908,0.3119352008541766,-0.1196708119708739,-0.0315235213230032,8.4349131425,-4.2850535719,-10.6840455629,-6.5221542545,0.4028498872,2.8,366.14,xayDung,xayDung_2021
802,HOSE,HHV_2021,0.0633092048405326,0.4294475337,4.218853718594524,0.8083870416913491,0.117808821454201,0.4970181844752946,0.0952351246605059,0.7687913474196607,3.24341823488473,0.6214809630184858,0.0085905708206583,0.0729195888272079,0.0111741252675271,0.0362423616515838,0.0069445061321519,0.0413152512307882,0.0079165375115964,49.6957937759,58.5398243894,16.7855287388,15.6149417859,0.0560810415,2.8,366.14,xayDung,xayDung_2021
803,HNX,MST_2021,0.0149489780383126,1.1122186994,1.329017639932672,0.5706344242077495,0.9219716349838624,1.2253165664111194,0.5261087530648937,0.2017705692048198,0.2681566456924614,0.1151372325802622,0.1987421750616622,0.2155621361010101,0.9849909025132232,0.2641318564555361,0.1134091266321073,0.1001890186677345,0.0430177156883323,13.3724430084,9.183225615,18.495752441,16.5279420888,0.2775335745,2.8,366.14,xayDung,xayDung_2021
804,HOSE,PC1_2021,0.137095639112076,1.1363632139,2.9749236939674426,0.748422843558168,0.4146139351048011,1.2334448193923524,0.310306540289977,0.6218145488812343,1.8498508347204603,0.4653802128395328,0.1758122810901212,0.4240385240444981,0.2827407004330178,0.5230281207054658,0.1315819273459164,0.147837920079662,0.037192643547837,11.7570203344,12.2691225522,9.278699652,7.7762917006,0.6684050643,2.8,366.14,xayDung,xayDung_2021
805,HOSE,DPG_2021,0.135454548599291,1.0807433962,3.383856168921469,0.7718903263548395,0.5295476181295341,1.7919129743452946,0.408752683778434,0.516056633871083,1.7462614240375125,0.3983391235363301,0.148275386709121,0.2800038780891107,0.2873238652061625,0.5017425820148756,0.1144523366372934,0.251911795661755,0.0574635174957692,34.3784952822,30.6445194091,19.7594119579,17.6442516847,0.4726427135,2.8,366.14,xayDung,xayDung_2021
806,HNX,C69_2021,0.0664661809581498,5.3064319819,0.4443249308469081,0.3076350212907515,0.549254972281747,0.2440476775764076,0.1689700650919463,0.5468407142595273,0.2429749625476383,0.1682273547738794,0.4022794936703454,0.7324093799263619,0.7356429087674441,0.1787428082062054,0.1237552606001094,0.0265888653905158,0.0184091992203034,11.5827693072,10.0935654608,6.2501760554,4.9173561267,0.4982016037,2.8,366.14,xayDung,xayDung_2021
807,HOSE,TCD_2021,0.0615828719185515,1.1205934367,3.7209584391075863,0.7881786054890515,0.7424753021374383,2.762719741317256,0.5852031482487482,0.1919259721919254,0.7141485659114728,0.1512719451193622,0.1282249600880367,0.1726992934564996,0.6680959258594358,0.4771197473438137,0.101064170231078,0.2514762691492391,0.0532680540176024,12.220100309,12.0037947964,11.9003404907,10.7855732209,0.5182443955,2.8,366.14,xayDung,xayDung_2021
808,HOSE,LEC_2021,0.0205814040423277,1.251142516,2.126974543515347,0.6802020655800417,0.8733481989920727,1.8575893868811144,0.5940532489250171,0.5443529641131107,1.1578248973557097,0.3702700105943562,0.5443529641131107,0.6232943111823509,1.0,1.1578248973557097,0.3702700105943562,0.0080197838279676,0.0025647103026786,6.469710541,5.0992326387,1.1158097637,0.5641357888,0.5563844563,2.8,366.14,xayDung,xayDung_2021
809,HNX,L40_2021,0.0585774891083967,0.9795051036,1.9968531116585369,0.6663166452470626,0.9672513818004114,1.931458931504171,0.6444956958318357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047458791869852,0.0015836208883653,5.6565614789,2.5999782458,-0.1356578831,0.1798315346,0.8957188087,2.8,366.14,xayDung,xayDung_2021
810,HNX,THD_2021,0.0757640113385073,0.6654879898,1.1994868103006786,0.5453484897855351,0.6237999071936614,0.7482397609455843,0.3401883373164202,0.3994822364417524,0.4791736735612992,0.2178570343396577,0.2894604994362768,0.4640278013802469,0.7245891632492708,0.347204051176861,0.1578568462201402,0.0846947496214034,0.038506595822607,5.9438866994,5.6673207615,0.5043484721,6.0002327661,0.7853141302,2.8,366.14,xayDung,xayDung_2021
811,HOSE,HUB_2021,0.067889506088903,1.8656260244,0.7884363620099892,0.4408523438507129,0.6607987663141964,0.520997775333454,0.291314684943273,0.0422846363682066,0.0333387448670641,0.018641281051799,0.0336423550740522,0.0509116493387277,0.7956165161526025,0.026524856044034,0.0148313110870538,0.1216329265684916,0.0680107658028864,23.8979583484,14.2659560928,15.7637383681,14.1753504736,0.5744177151,2.8,366.14,xayDung,xayDung_2021
812,HOSE,HVH_2021,0.0798248686226265,1.7395945031,0.6226213011022707,0.3837132550147806,0.9348967457061134,0.582086628207819,0.3587322733976184,0.3193129602822943,0.1988110507897797,0.1225246153583245,0.3193129602822943,0.3415489055330084,1.0,0.1988110507897797,0.1225246153583245,0.0238114058758093,0.0146746538207244,16.1220269032,6.1514536918,4.8754123803,3.7239003637,0.5194942162,2.8,366.14,xayDung,xayDung_2021
813,HOSE,HTN_2021,0.0573814638503772,1.1535443746,4.13800085171699,0.8053717722398148,0.9950729873443204,4.117612869151367,0.801403695325462,0.2452614097981358,1.0148919226379962,0.1975266162711601,0.2452614097981358,0.2464757991800145,1.0,1.0148919226379962,0.1975266162711601,0.1610514988050971,0.0313451677905576,7.9412809909,6.4669316929,4.5722838613,3.9099770248,0.9317423253,2.8,366.14,xayDung,xayDung_2021
814,HOSE,TGG_2021,0.01520015030066,1.341651352,1.513487547841862,0.6021464276365233,0.7827445857945897,1.1846741837407475,0.4713268560880423,0.1791669764216159,0.2711669877985921,0.1078847548027132,0.1466574224849795,0.1873630621617175,0.818551640564973,0.2219641827295996,0.0883092430357107,0.2952906234748003,0.1174824294348876,6.1820943986,9.3359053708,13.4127028677,12.283140281,1.4635289018,2.8,366.14,xayDung,xayDung_2021
815,HNX,TTL_2021,0.049154598761377,1.2016993504,3.12922664840313,0.757823901386783,0.8136559617330864,2.546113918087251,0.6166079353071826,0.2796083214011773,0.8749578104438314,0.2118938689844497,0.1464971656083578,0.1800480454863491,0.5239370733826129,0.4584228345371999,0.1110190535834314,0.0244031886886203,0.0059098690303322,5.4549643455,4.3123033515,0.0673952536,0.9997451999,0.6732739086,2.8,366.14,xayDung,xayDung_2021
816,HNX,DTD_2021,0.0640747339719068,1.0946942459,2.3741855615277223,0.703632185677714,0.34694134822671,0.8237031396568165,0.2441190991547328,0.1037455171216029,0.2463111088233368,0.0729986849665381,0.0953170870025389,0.2747354487717437,0.9187586090184044,0.2263004517283097,0.0670681702600293,0.2068959786985402,0.0613173090000209,42.649899363,36.6148544826,33.4175765842,26.7961538952,0.3388313816,2.8,366.14,xayDung,xayDung_2021
817,HNX,SDT_2021,0.0223368105066582,1.3784719594,2.2488096025707955,0.6921949506647924,0.7547273875893571,1.697238196534117,0.5224184868177827,0.5018530567756758,1.1285719731566466,0.3473801518758141,0.2751647692576733,0.3645882921203714,0.5482974857731507,0.618793175395833,0.1904676638810041,-0.0141165508183355,-0.0043451456210807,13.7974497277,13.0736211269,0.4937949812,-1.3266068271,0.37574,2.8,366.14,xayDung,xayDung_2021
818,HNX,SJE_2021,0.1089600412458144,1.0537071842,2.817780364389953,0.7380676978397753,0.4199554045447539,1.1833420928456466,0.309955518627718,0.7008494828903208,1.9748399112811976,0.517274364369056,0.2265279138946065,0.5394094502490583,0.3232190640426812,0.6383059077584403,0.1671929359046391,0.0770754554959309,0.0201885514984592,33.1913655533,31.4623451079,7.9962496421,7.9378501562,0.3308450647,2.8,366.14,xayDung,xayDung_2021
819,HNX,L18_2021,0.0221234537589494,1.3483562474,5.7295498793535975,0.8514016512328384,0.7379202280406739,4.227950753543023,0.6282665006319424,0.398369643649953,2.282478743712724,0.3391725724046074,0.204274586684811,0.2768247554714702,0.5127764877192975,1.1704014334949653,0.1739197204083537,0.0746830783408415,0.0110977821220604,5.3949187508,3.7543309813,1.2945958157,1.681331213,0.9887611073,2.8,366.14,xayDung,xayDung_2021
820,HOSE,HAS_2021,0.0406157098861949,2.958166981,0.4312453847314245,0.301307790636019,0.9952655751955216,0.4292036858851352,0.2998812715582492,0.4108447745202384,0.1771749128528755,0.1237907313050464,0.4108447745202384,0.4127991410127163,1.0,0.1771749128528755,0.1237907313050464,0.0208158899827943,0.0145439001619561,7.4789426235,2.8687752749,1.4772893793,1.4919050853,0.9791124065,2.8,366.14,xayDung,xayDung_2021
821,HOSE,CII_2021,0.0563397904268428,1.1461711282,5.399423833393291,0.8437359321662554,0.351633586928863,1.898618769885274,0.2966858922483882,0.5863884847944166,3.166159960426352,0.4947570348295751,0.0804356800609807,0.2287485696787357,0.1371713158541661,0.4343063279764572,0.0678664734956783,-0.0689075815796914,-0.0107677790022505,28.8097847967,31.5962743329,-3.2082747176,-8.4641079177,0.094676142,2.8,366.14,xayDung,xayDung_2021
822,HOSE,REE_2021,0.0638018822110346,1.6753699462,1.392652528868104,0.582053813525079,0.2192908773345818,0.3053959948777107,0.1276390914238536,0.5996594955719359,0.8351173129680282,0.3490340962141705,0.0199047758967941,0.0907688278633885,0.0331934640304654,0.0277204364892232,0.011585650718091,0.1394589654349529,0.0582863427732763,39.7608568959,44.6521132416,41.0894967018,36.7552451089,0.2219286898,2.8,366.14,xayDung,xayDung_2021
824,HNX,S55_2021,0.0187490217110057,1.2341277294,2.578965756193864,0.7205896708373445,0.2617094386066242,0.6749396802392045,0.1885851182205735,0.6196022015156358,1.5979328601711549,0.446478946440246,0.0384864768434814,0.1470580390542602,0.0621148161664662,0.0992553058558868,0.0277329576803334,0.0830584890048351,0.0232073997525937,31.3923723837,34.9090626315,14.0707146842,13.5283842255,0.2548112437,2.8,366.14,xayDung,xayDung_2021
825,HOSE,HBC_2021,0.0574318986948482,1.2776318515,3.5282358571036707,0.7791634465265052,0.9015605372444704,3.18091821485559,0.7024630154516891,0.3871319391625794,1.365892789183489,0.3016390559784046,0.3562809918883655,0.3951825497789674,0.9203089589018444,1.2570433707849933,0.2776011255716207,0.0281268126037941,0.0062114283556337,7.0670312836,6.0235663109,1.3307232827,0.8539117339,0.7069012339,2.8,366.14,xayDung,xayDung_2021
826,HOSE,SC5_2021,0.1756357753067923,1.1358097202,5.87278809769366,0.8544986422125286,0.9831985981870908,5.774117025102238,0.8401418671761306,0.2363429537010552,1.387992085469321,0.2019547330340502,0.2363429537010552,0.2403817032864423,1.0,1.387992085469321,0.2019547330340502,0.0974355956756716,0.0141770114676412,4.8428594633,4.0368803838,2.4949400954,1.9637304413,0.7574069828,2.8,366.14,xayDung,xayDung_2021
827,HOSE,VNE_2021,0.032795764003481,0.7147961872,2.581017583354286,0.7207497654721609,0.8713362843790544,2.24893427099693,0.6280154226135876,0.2815772056893959,0.7267557189560974,0.2029467049629385,0.2644040636800724,0.3034466352660802,0.9390108941266114,0.6824315374685933,0.1905691668872985,0.0081716155792994,0.0022819255669907,4.7522399433,3.494256925,0.5799156664,0.4741786077,0.7169685743,2.8,366.14,xayDung,xayDung_2021
828,HNX,VC6_2021,0.005148002213628,1.111087745,4.660093866663731,0.8233244847825669,1.0,4.660093866663731,0.8233244847825669,0.3851131423827832,1.794663392789604,0.3170730795353003,0.3851131423827832,0.3851131423827832,1.0,1.794663392789604,0.3170730795353003,0.0775303601130078,0.0136977163167634,3.7272021076,1.7304650326,0.6834053602,0.9465248282,1.3890743576,2.8,366.14,xayDung,xayDung_2021
829,HOSE,L10_2021,0.533961271643582,1.4305790184,4.026729323876667,0.8010634877000131,0.7435547740778218,2.9940938126876557,0.5956345806187752,0.1031040597654055,0.415172140868091,0.0825928977117063,0.1031040597654055,0.1386637048942066,1.0,0.415172140868091,0.0825928977117063,0.0583739511620348,0.0116127102538074,3.1265279955,4.0063830049,0.9713096577,1.3673897411,0.9305006313,2.8,366.14,xayDung,xayDung_2021
830,HNX,HUT_2021,0.3247244096874486,1.8405299299,1.81749289693702,0.6450745266880888,0.178394595772535,0.3242309106685332,0.1150778094316809,0.7362662827935031,1.3381587392314152,0.4749466238894176,0.0,0.0,0.0,0.0,0.0,0.0160430419666291,0.0056940842633835,32.1724470138,68.526334454,6.1103048406,5.07275525,0.082998043,2.8,366.14,xayDung,xayDung_2021
831,HNX,LUT_2021,0.0008266185624495,1.3500511741,1.6665069915493491,0.6249775443420236,1.0,1.6665069915493491,0.6249775443420236,0.3981246311592601,0.663477481334913,0.2488189543239883,0.3981246311592601,0.3981246311592601,1.0,0.663477481334913,0.2488189543239883,0.0012888581493373,0.0004833507481592,6.9630121306,10.4150877793,1.3987399992,0.2988488685,0.1504389389,2.8,366.14,xayDung,xayDung_2021
832,HNX,VC2_2021,0.0112947115286483,1.1377215233,2.399306525510182,0.7058223515636157,0.9640317936122154,2.3130077732130734,0.6804351875494641,0.3795488420460343,0.9106540134708836,0.2678940562261793,0.3792123409259346,0.3933608242369586,0.999113418135369,0.9098466441375868,0.2676565462142867,0.0947355133621468,0.0278690705447227,14.1537165754,9.1142366545,3.8685091147,6.9368768164,0.4585416213,2.8,366.14,xayDung,xayDung_2021
833,HNX,MCO_2021,0.0295387257380227,1.029405959,1.654231316171257,0.6232430858955784,0.9780609985611212,1.6179391329455373,0.609569754937344,0.0978052296117948,0.1617924737091514,0.0609564331199806,0.0965270392803337,0.0986922486658193,0.986931268025908,0.1596780512348211,0.0601598098334389,0.002055608608995,0.0007744647561314,4.1355737021,1.534284977,0.1787008856,0.1416716732,0.5232041952,2.8,366.14,xayDung,xayDung_2021
834,HNX,SD9_2021,0.0315396323584445,1.0798708076,2.526055715956711,0.7163969941045943,0.6432415112126019,1.624863896139226,0.4608162851160047,0.4904338555987785,1.2388632442339829,0.3513453399580916,0.236692494323756,0.3679683139192261,0.4826185868322129,0.5978984282105755,0.1695657914606576,0.0122017442512023,0.0034604513468079,26.9275288237,39.1456993315,8.6768051858,5.7944038394,0.2387678622,2.8,366.14,xayDung,xayDung_2021
835,HNX,SD5_2021,0.0206207238228258,1.3278165939,2.084579859580084,0.6758067401321443,0.9193099804180328,1.9163750698903923,0.6212758810372562,0.3124563891357454,0.6513402957894924,0.2111601337752889,0.2974672216721766,0.3235766259569062,0.9520279693910918,0.6200941791830635,0.2010303533744395,0.0450822279878024,0.0146153544534715,3.5628826428,1.6959726065,0.8381000322,1.0039877987,1.4476663183,2.8,366.14,xayDung,xayDung_2021
836,HNX,VMC_2021,0.0270125704193331,1.3089213613,1.927849208708106,0.6584523557276346,0.958892461087388,1.8486000723434897,0.6313849998924599,0.3819039174833006,0.736253165122707,0.2514655341284915,0.3594304138442791,0.3748391278795575,0.9411540374156956,0.6929276389153205,0.2366678027159241,0.0068719958302451,0.0023471139872021,4.8426346212,5.5550424021,0.8083990061,0.318870448,0.7342022008,2.8,366.14,xayDung,xayDung_2021
837,HNX,SD6_2021,0.0096276173646976,1.2380593742,1.755065274209988,0.6370321932620094,0.9948243174240436,1.7459816134505932,0.63373511683902,0.3951220326901228,0.6934649586496981,0.2517054550907323,0.3899463501141664,0.391975088751225,0.9869010529716132,0.6843812978903034,0.2484083786677428,-0.0050387677592845,-0.0018289104822496,19.9491166044,14.1092811278,0.3420293743,-0.6030267228,0.2924538523,2.8,366.14,xayDung,xayDung_2021
838,HNX,S99_2021,0.1498352642054256,1.3190832101,2.9311455567464155,0.7456212227288671,0.571015431246506,1.6737293441318344,0.4257612240430711,0.4875491755772956,1.429077599688768,0.3635270124343943,0.1838949362529811,0.322048978346426,0.3771823345516591,0.5390228253060909,0.1371159672225948,0.1202643945985064,0.0305927096472211,5.1025698826,8.2406830289,3.2670846419,2.6258470445,1.731208885,2.8,366.14,xayDung,xayDung_2021
842,HOSE,VCG_2021,0.1367860600390591,1.3765900113,3.678162952895277,0.7862408791508411,0.6353432749497069,2.33689609629117,0.499532855059032,0.4313152454474264,1.586447756823657,0.3391176777717453,0.158945567381591,0.2501727391293675,0.3685136777780907,0.5846276974698881,0.1249695026352313,0.0595603034396465,0.0127315581007679,14.4275005859,15.922270572,12.2956717354,9.0437579784,0.2273257815,2.8,366.14,xayDung,xayDung_2021
843,HOSE,DC4_2021,0.5089152924425773,2.4063641596,0.6365318429868864,0.388951700337912,0.9634834443647114,0.613287892528823,0.3747485239330826,0.387932510172768,0.246931395654801,0.1508870094480525,0.387932510172768,0.4026353669507603,1.0,0.246931395654801,0.1508870094480525,0.0698739049382301,0.0426963308032559,16.3191472088,12.0474897862,9.2919638936,6.9137952633,0.7658554499,2.8,366.14,xayDung,xayDung_2021
844,HOSE,LCG_2021,0.099878688502295,1.4301501865,1.492460605611503,0.5987900479756394,0.7378296563260283,1.1011816957184712,0.4418050553093119,0.2591119327098258,0.3867143520132737,0.1551536466183772,0.0452697513139871,0.0613552883458286,0.1747111792210813,0.0675633204619554,0.0271070765611476,0.0780472000627736,0.0313133133928211,23.7869484884,25.907464572,12.2856964621,10.0302304715,0.3020273137,2.8,366.14,xayDung,xayDung_2021
845,HNX,L61_2021,0.0251267931671633,1.0828609875,4.525031694648163,0.8190055631773746,0.9922986848878096,4.490182999675028,0.8126981432567085,0.4855055477919672,2.19692799168617,0.3976317445950998,0.4778042326797767,0.481512512267209,0.9841375342728516,2.162079296713035,0.3913243246744338,0.0025203560696342,0.0004561704274159,7.8890937957,7.2928867187,0.9148938186,0.0559574344,0.7624620179,2.8,366.14,xayDung,xayDung_2021
846,HNX,QTC_2021,0.0374495345765621,1.9189948309,0.6560275873721534,0.3961453253403601,0.9629659288353528,0.6317322150154412,0.3814744511701629,0.2528198084124999,0.1658567689527423,0.1001533852560573,0.2528198084124999,0.2625428385802494,1.0,0.1658567689527423,0.1001533852560573,0.1004217024055999,0.0606401144349007,6.6097517714,2.6253716808,1.0847145879,3.0831561,1.7027604961,2.8,366.14,xayDung,xayDung_2021
847,HNX,VCC_2021,0.0389290485874087,1.1354014712,5.610726983566666,0.8487307065492405,0.9793814614996348,5.495041993240958,0.8312311197998129,0.3032423399993147,1.7014099795940525,0.2573710854832634,0.2826238014989495,0.2885737709045404,0.9320063995667236,1.5857249892683454,0.2398714987338357,0.0474967000577734,0.007184792258982,10.2765365713,4.4924199966,1.1834279231,0.829329169,0.9217236183,2.8,366.14,xayDung,xayDung_2021
848,HNX,VC1_2021,0.0206390000120756,1.308899639,2.3919880044817985,0.7051876366580951,0.9993417996394937,2.3904135971149216,0.7047234819014221,0.1978904721788683,0.4733516356530921,0.1395499143929706,0.1978904721788683,0.1980208095471,1.0,0.4733516356530921,0.1395499143929706,0.0281896241653141,0.0083106497215584,5.7969433572,5.5963587382,2.543103034,2.2524384718,0.3621368902,2.8,366.14,xayDung,xayDung_2021
849,HOSE,SRF_2021,0.05048330290219,1.1265411007,2.828353905646261,0.73879112938719,0.8639176261170657,2.443464791984849,0.6382546786965271,0.5096699617601279,1.4415270269348384,0.3765396466634909,0.4435144064501168,0.513375804639525,0.8701992264140012,1.2544157036935712,0.327664509240771,0.0608662928146553,0.0158988156045047,9.3019483459,6.0269226738,3.4966868164,3.6928532104,0.4884690819,2.8,366.14,xayDung,xayDung_2021
850,HNX,CSC_2021,0.1345796204551544,1.4769932319,5.585742042005137,0.8481568221704526,0.7711160823427978,4.30725552040846,0.6540273659243965,0.2474749909090078,1.3823314610652837,0.2098976018560457,0.1329842222057295,0.1724568132487888,0.537364287669074,0.7428155608978966,0.1127914753048209,0.1450618583965656,0.0220266535601785,21.0032448998,11.8602638716,10.6396951472,8.4375473941,0.4080442502,2.8,366.14,xayDung,xayDung_2021
851,HOSE,PHC_2021,0.0360726838907546,1.1756039991,2.6448618584012955,0.7256411796007329,0.8977745690610901,2.374489715152337,0.651462197309029,0.5204201440993939,1.376439389472193,0.3776382872522675,0.4295398436401167,0.4784495556488504,0.8253712860854976,1.136073549107401,0.3116917988245286,0.0805557326176986,0.0221011757777176,9.3000580469,10.6814226763,6.5786815677,5.8693850063,0.4161100134,2.8,366.14,xayDung,xayDung_2021
854,HNX,V12_2021,0.0266846440073821,1.146241204,5.362483459810115,0.8428286680324283,0.943257569442596,5.058203114476612,0.7950045208648089,0.0340839669975327,0.1827747092689832,0.0287269445057917,0.0340839669975327,0.0361343159087227,1.0,0.1827747092689832,0.0287269445057917,0.0694848452879366,0.0109210256854656,5.6699491615,2.8798586435,1.6806664694,1.3117084698,0.7502357386,2.8,366.14,xayDung,xayDung_2021
855,HOSE,CTD_2021,0.060404006803509,2.0407624713,0.8369369202012628,0.4556154928336464,0.9916299002446508,0.8299316746902436,0.4518019457085462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029303334445383,0.00159522812804,3.0315061683,-0.7214305448,-0.0802206603,0.265598732,0.6216279273,2.8,366.14,xayDung,xayDung_2021
856,HNX,LHC_2021,0.1584275694593442,1.3013831971,1.7489911592713798,0.6362301869806486,0.6675882856982173,1.1676060097193182,0.4247398198358674,0.0023725383465831,0.0041495485932062,0.0015094805158653,0.0023725383465831,0.0035538945146434,1.0,0.0041495485932062,0.0015094805158653,0.1811241687240538,0.0658875049900345,19.7723887753,16.6425506235,10.1551352526,8.4616055713,1.2830225452,2.8,366.14,xayDung,xayDung_2021
857,HOSE,CTI_2021,0.3295797453504743,0.8642652793,3.573902991861685,0.7813683408285454,0.1508483659916264,0.5391174265349201,0.1178681374515743,0.7692715593356383,2.7493019274637414,0.6010844419646757,0.0297270889567332,0.1970660322458077,0.0386431665072946,0.1062417321618074,0.0232278061757852,-0.0040948479777341,-0.0008952634074268,35.3774708735,38.7135017367,0.2478906388,-1.7369209383,0.1634296665,2.8,366.14,xayDung,xayDung_2021
860,HOSE,EVE_2017,0.2465120781205104,5.875259677,0.3927096094114841,0.2819752278298041,0.4576538943880269,0.1797250821107666,0.129047061137261,0.4999676748993766,0.196342110328102,0.1409784990372891,0.0,0.0,0.0,0.0,0.0,0.0555568608738801,0.0398912023718942,33.176777873,10.177303767,6.362592049,5.120455068,0.831710763,4.4,281.35,sx_giadung,sx_giadung_2017
